record_type,event_id,event_name,generated_at,scheduled_date,tour,surface,best_of,fav_player_id,fav_name,fav_final_win_pct,fav_sim_win_pct,fav_elo_win_pct,fav_elo_rank,fav_elo_percentile,fav_serve_percentile,fav_return_percentile,fav_low_sample,fav_proj_games_won,fav_proj_games_lost,fav_proj_aces,fav_proj_dfs,fav_proj_1stIn_pct,fav_proj_1stWon_pct,fav_proj_2ndWon_pct,fav_proj_ret_won_pct,fav_proj_bp_faced,fav_proj_bp_saved,fav_ml_odds,fav_ml_book,fav_chart_elo_overall_pctile,fav_chart_elo_overall_rank,fav_chart_elo_overall_rank_qualified,fav_chart_elo_surface_rank,fav_chart_elo_surface_rank_qualified,tour_pool_size,fav_chart_elo_surface_pctile,fav_chart_svc_games_won_pctile,fav_chart_ret_games_won_pctile,fav_chart_aces_per_match_pctile,fav_chart_dfs_per_match_pctile,fav_chart_1st_serve_won_pctile,fav_chart_2nd_serve_won_pctile,fav_chart_bp_saved_pctile,fav_chart_sample_svpt,dog_player_id,dog_name,dog_final_win_pct,dog_sim_win_pct,dog_elo_win_pct,dog_elo_rank,dog_elo_percentile,dog_serve_percentile,dog_return_percentile,dog_low_sample,dog_proj_games_won,dog_proj_games_lost,dog_proj_aces,dog_proj_dfs,dog_proj_1stIn_pct,dog_proj_1stWon_pct,dog_proj_2ndWon_pct,dog_proj_ret_won_pct,dog_proj_bp_faced,dog_proj_bp_saved,dog_ml_odds,dog_ml_book,dog_chart_elo_overall_pctile,dog_chart_elo_overall_rank,dog_chart_elo_overall_rank_qualified,dog_chart_elo_surface_rank,dog_chart_elo_surface_rank_qualified,dog_chart_elo_surface_pctile,dog_chart_svc_games_won_pctile,dog_chart_ret_games_won_pctile,dog_chart_aces_per_match_pctile,dog_chart_dfs_per_match_pctile,dog_chart_1st_serve_won_pctile,dog_chart_2nd_serve_won_pctile,dog_chart_bp_saved_pctile,dog_chart_sample_svpt,proj_total_games,proj_total_games_raw,market_total_line,market_total_over_odds,market_total_under_odds,market_spread_line,market_spread_fav_odds,market_spread_dog_odds,hard_low_sample_flag,market,pick_side,pick_odds,pick_book,fav_odds,fav_model_prob,fav_market_prob,dog_odds,dog_model_prob,dog_market_prob,line,edge,grade,meets_threshold
BESTBET,236753100,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 21.5,-105.0,DraftKings,-135.0,0.493,0.5286532951289399,-105.0,0.507,0.4713467048710601,21.5,0.00620057306590259,D,False
MATCH,236753110,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T17:20:00Z,ATP,Hard,3.0,77002.0,Alex de Minaur,0.6917,0.6639702854184676,0.6497,12.0,97.8,65.0,93.2,False,14.054,11.966,4.5,2.46,0.6034,0.7117,0.5551,0.3966,3.868,2.74,-307.0,BetanoBR,97.6,13.0,True,12.0,True,497.0,97.8,77.5,93.2,49.9,57.3,65.0,91.5,7.0,6366.0,76939.0,Quentin Halys,0.3083,0.3360297145815324,0.3503,41.0,92.0,96.4,43.5,False,11.966,14.054,11.65,3.08,0.6199,0.7791,0.486,0.3378,5.908,3.879,240.0,DraftKings,92.0,41.0,True,49.0,True,90.3,89.1,43.5,98.8,42.7,96.4,44.7,57.0,4304.0,21.95,24.4,19.5,-240.0,160.0,2.5,-200.0,135.0,False,,,,,,,,,,,,,,
BESTBET,236753110,,,,,,,,Alex de Minaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quentin Halys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Quentin Halys,240.0,DraftKings,-307.0,0.6917177040546983,0.7194651226909291,240.0,0.30828229594530165,0.28053487730907084,,0.01513495561976223,D,False
BESTBET,236753110,,,,,,,,Alex de Minaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quentin Halys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Quentin Halys +2.5,135.0,DraftKings,-200.0,0.5637,0.6103896103896104,135.0,0.4363,0.38961038961038963,2.5,0.010375468975468975,D,False
BESTBET,236753110,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 19.5,-240.0,DraftKings,-240.0,0.7218,0.6473029045643153,160.0,0.2782,0.3526970954356847,19.5,0.012956016597510387,D,False
MATCH,236753120,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,78885.0,Katerina Siniakova,0.5775,0.6280316967122759,0.6163,41.0,93.2,77.0,89.1,False,12.924,10.734,1.86,4.98,0.6637,0.6375,0.4144,0.4529,11.273,5.743,-125.0,SportingBet,93.4,40.0,True,42.0,True,588.0,93.0,73.3,89.1,43.1,24.9,77.0,40.6,11.1,3142.0,162966.0,Jessica Bouzas Maneiro,0.4225,0.3719683032877241,0.3837,92.0,84.5,39.1,72.6,False,10.734,12.924,2.08,6.28,0.6244,0.5837,0.4104,0.4334,12.569,5.969,-105.0,BetanoBR,85.7,85.0,True,101.0,True,83.0,32.2,72.6,49.0,6.8,39.1,39.4,27.6,2797.0,21.94,22.37,20.5,-128.0,-108.0,1.5,-113.0,-120.0,False,,,,,,,,,,,,,,
BESTBET,236753120,,,,,,,,Katerina Siniakova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Bouzas Maneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Katerina Siniakova,-133.0,BetanoUK,-133.0,0.577547648085502,0.527063599458728,-105.0,0.42245235191449804,0.472936400541272,,0.027536753796422137,D,False
BESTBET,236753120,,,,,,,,Katerina Siniakova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Bouzas Maneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Katerina Siniakova -1.5,-111.0,BetanoUK,-111.0,0.633,0.49095295536791317,-120.0,0.367,0.5090470446320868,1.5,0.031566009918241544,C,False
BESTBET,236753120,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 21.5,-105.0,BetanoUK,-105.0,0.5156,0.4796954314720812,-125.0,0.48440000000000005,0.5203045685279188,21.5,0.006244272787464137,D,False
MATCH,236753130,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,77042.0,Madison Keys,0.6696,0.6469239350469292,0.6445,15.0,97.6,86.2,57.4,False,12.83,11.034,4.72,5.99,0.6674,0.6546,0.4353,0.4189,10.743,5.674,-300.0,BetanoBR,98.0,13.0,True,20.0,True,588.0,96.8,86.7,57.4,88.8,10.3,86.2,54.3,42.8,2473.0,84062.0,Daria Snigur,0.3304,0.35307606495307076,0.3555,70.0,88.3,70.2,96.9,False,11.034,12.83,1.36,2.83,0.7356,0.6235,0.3795,0.4819,11.834,5.886,200.0,BetanoBR,87.2,76.0,True,60.0,True,90.0,70.2,96.9,31.8,77.1,70.2,23.3,3.2,1823.0,21.58,22.67,20.5,-107.5,-125.0,4.5,-118.5,-114.5,False,,,,,,,,,,,,,,
BESTBET,236753130,,,,,,,,Madison Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daria Snigur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Daria Snigur,200.0,BetanoUK,-300.0,0.6696158136773108,0.6923076923076924,200.0,0.3303841863226892,0.3076923076923077,,0.012377388343844498,D,False
BESTBET,236753130,,,,,,,,Madison Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daria Snigur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Daria Snigur +4.5,-115.0,BetanoUK,-115.0,0.3512,0.5,-115.0,0.6488,0.5,4.5,0.033066666666666675,C,False
BESTBET,236753130,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-105.0,BetanoUK,-105.0,0.5936,0.4796954314720812,-125.0,0.4064,0.5203045685279188,20.5,0.019809490178768496,D,False
MATCH,236753140,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,ATP,Hard,3.0,78860.0,Felix Auger-Aliassime,0.6214,0.6482040811740539,0.6342,8.0,98.6,96.2,61.2,False,14.562,12.849,10.3,2.58,0.6814,0.7782,0.5247,0.353,2.629,1.987,-166.0,SportingBet,98.8,7.0,True,8.0,True,497.0,98.6,97.3,61.2,97.3,52.5,96.2,75.7,39.0,7022.0,78022.0,Stefanos Tsitsipas,0.3786,0.35179591882594613,0.3658,31.0,94.0,95.0,59.0,False,12.849,14.562,7.94,3.25,0.6102,0.7732,0.5004,0.3501,4.367,3.039,135.0,DraftKings,94.6,28.0,True,34.0,True,93.4,88.8,59.0,84.3,36.6,95.0,55.7,41.1,2648.0,23.11,25.71,20.5,-225.0,150.0,2.5,-105.0,-133.0,False,,,,,,,,,,,,,,
BESTBET,236753140,,,,,,,,Felix Auger-Aliassime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefanos Tsitsipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Felix Auger-Aliassime,-166.0,DraftKings,-166.0,0.6213890395201165,0.5945739978661789,135.0,0.3786109604798835,0.405426002133821,,0.014626386356693211,D,False
BESTBET,236753140,,,,,,,,Felix Auger-Aliassime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefanos Tsitsipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Stefanos Tsitsipas +2.5,-135.0,DraftKings,-5.0,0.4845,0.5,-135.0,0.5155000000000001,0.5,2.5,0.00344444444444446,D,False
BESTBET,236753140,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-225.0,DraftKings,-225.0,0.7037,0.6338028169014084,150.0,0.2963,0.3661971830985916,20.5,0.012156031843233342,D,False
MATCH,236753150,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,ATP,Hard,3.0,87325.0,Lorenzo Musetti,0.7486,0.7299470522178768,0.7105,10.0,98.2,71.4,86.1,False,13.946,10.85,5.19,1.97,0.6508,0.721,0.5655,0.3796,3.259,2.357,-411.0,BetanoBR,98.2,10.0,True,11.0,True,497.0,98.0,88.4,86.1,62.8,71.8,71.4,94.7,14.1,5816.0,87038.0,Daniel Altmaier,0.2514,0.27005294778212324,0.2895,71.0,85.9,60.6,31.8,False,10.85,13.946,7.31,2.88,0.6207,0.7074,0.4687,0.3278,6.324,4.058,310.0,SportingBet,86.3,69.0,True,79.0,True,84.3,51.6,31.8,78.6,45.1,60.6,34.8,68.4,3893.0,21.51,23.51,19.5,-215.0,140.0,1.5,-350.0,220.0,False,,,,,,,,,,,,,,
BESTBET,236753150,,,,,,,,Lorenzo Musetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Altmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Daniel Altmaier,310.0,DraftKings,-411.0,0.7486309187595463,0.7673147853012158,310.0,0.25136908124045365,0.2326852146987842,,0.010191199931819687,D,False
BESTBET,236753150,,,,,,,,Lorenzo Musetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Altmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Lorenzo Musetti -1.5,-350.0,DraftKings,-350.0,0.7837,0.713375796178344,220.0,0.21630000000000005,0.286624203821656,1.5,0.01562760084925685,D,False
BESTBET,236753150,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 19.5,-215.0,DraftKings,-215.0,0.6934,0.6209386281588447,140.0,0.3066,0.3790613718411553,19.5,0.01260197771150527,D,False
MATCH,236753170,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,78849.0,Ekaterina Alexandrova,0.7065,0.6706938176647717,0.6576,31.0,94.9,89.1,64.4,False,13.052,10.28,4.8,4.91,0.6499,0.6622,0.4591,0.426,10.133,5.478,-400.0,SportingBet,94.7,32.0,True,30.0,True,588.0,95.1,91.3,64.4,89.8,24.9,89.1,68.1,35.8,5632.0,78031.0,Anna Blinkova,0.2935,0.3293061823352284,0.3424,98.0,83.5,31.3,79.1,False,10.28,13.052,1.86,4.17,0.6457,0.5704,0.4266,0.441,11.828,5.814,260.0,BetanoBR,83.5,98.0,True,102.0,True,82.8,32.5,79.1,44.3,39.3,31.3,48.0,21.0,2761.0,20.88,22.25,19.5,-112.5,-120.0,5.5,-109.5,-123.5,False,,,,,,,,,,,,,,
BESTBET,236753170,,,,,,,,Ekaterina Alexandrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Blinkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Anna Blinkova,260.0,BetanoUK,-400.0,0.7064809294509424,0.7422680412371133,260.0,0.29351907054905757,0.25773195876288657,,0.019520242792456847,D,False
BESTBET,236753170,,,,,,,,Ekaterina Alexandrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Blinkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Anna Blinkova +5.5,-125.0,BetanoUK,-105.0,0.3151,0.4796954314720812,-125.0,0.6849000000000001,0.5203045685279188,5.5,0.03657676254935138,C,False
BESTBET,236753170,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 19.5,-115.0,BetanoUK,-115.0,0.6031,0.5,-115.0,0.39690000000000003,0.5,19.5,0.017930434782608688,D,False
MATCH,236753180,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T16:10:00Z,WTA,Hard,3.0,79541.0,Sorana Cirstea,0.6471,0.7053279024474592,0.6914,14.0,97.8,93.5,86.4,False,13.169,9.918,5.6,2.41,0.6213,0.6814,0.4951,0.4488,9.132,5.126,-175.0,SportingBet,97.8,14.0,True,14.0,True,588.0,97.8,95.7,86.4,94.3,83.3,93.5,86.2,13.7,5083.0,113439.0,Nikola Bartunkova,0.3529,0.29467209755254076,0.3086,79.0,86.7,74.7,84.7,False,9.918,13.169,4.29,4.75,0.6025,0.6336,0.4619,0.4469,11.269,5.685,125.0,BetanoBR,86.1,83.0,True,73.0,True,87.8,75.7,84.7,85.4,27.1,74.7,70.6,15.5,2888.0,22.34,22.17,22.5,-105.0,-129.0,2.5,-122.5,-111.0,False,,,,,,,,,,,,,,
BESTBET,236753180,,,,,,,,Sorana Cirstea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Bartunkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Sorana Cirstea,-175.0,BetanoUK,-175.0,0.6470564745882156,0.5887850467289719,125.0,0.3529435254117844,0.41121495327102797,,0.03178441519595109,C,False
BESTBET,236753180,,,,,,,,Sorana Cirstea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Bartunkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Sorana Cirstea -2.5,-120.0,BetanoUK,-120.0,0.6775,0.5090470446320868,-111.0,0.3225,0.49095295536791317,2.5,0.03743399008175851,C,False
BESTBET,236753180,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 22.5,-125.0,BetanoUK,-105.0,0.4314,0.4796954314720812,-125.0,0.5686,0.5203045685279188,22.5,0.008399205473405436,D,False
MATCH,236753190,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T18:30:00Z,ATP,Hard,3.0,85820.0,Jiri Lehecka,0.5904,0.5921369327933846,0.5828,18.0,96.6,83.7,65.0,False,14.532,13.469,7.31,1.89,0.6422,0.744,0.5154,0.3565,2.937,2.191,-161.0,BetanoBR,96.8,17.0,True,18.0,True,497.0,96.6,85.3,65.0,80.9,81.2,83.7,67.6,35.1,4347.0,76973.0,Matteo Berrettini,0.4096,0.40786306720661536,0.4172,38.0,92.6,83.5,23.8,False,13.469,14.532,10.58,1.77,0.6579,0.7439,0.5498,0.319,4.034,2.859,132.0,DraftKings,92.6,38.0,True,40.0,True,92.2,93.6,23.8,96.0,86.6,83.5,89.3,76.4,2121.0,23.76,26.02,21.5,-200.0,140.0,3.5,140.0,-215.0,False,,,,,,,,,,,,,,
BESTBET,236753190,,,,,,,,Jiri Lehecka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Berrettini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Jiri Lehecka,-161.0,DraftKings,-161.0,0.590401190345504,0.5886654478976234,132.0,0.409598809654496,0.41133455210237657,,0.0009467686079348457,D,False
BESTBET,236753190,,,,,,,,Jiri Lehecka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Berrettini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Matteo Berrettini +3.5,-215.0,DraftKings,140.0,0.2363,0.37906137184115524,-215.0,0.7637,0.6209386281588447,3.5,0.031724749298034496,C,False
BESTBET,236753190,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 21.5,-200.0,DraftKings,-200.0,0.6332,0.6153846153846154,140.0,0.3668,0.3846153846153846,21.5,0.003098327759197316,D,False
MATCH,236753200,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T18:30:00Z,ATP,Hard,3.0,163228.0,Arthur Fils,0.6829,0.6496437760077688,0.6401,9.0,98.4,76.1,58.8,False,14.439,12.895,5.98,2.25,0.6457,0.7279,0.5656,0.3499,3.048,2.245,-301.0,SportingBet,98.6,8.0,True,9.0,True,497.0,98.4,89.9,58.8,69.0,64.5,76.1,95.0,41.4,2863.0,76879.0,Yannick Hanfmann,0.3171,0.3503562239922312,0.3599,39.0,92.4,81.3,64.4,False,12.895,14.439,8.43,1.79,0.6517,0.7396,0.5629,0.3558,4.639,3.214,236.0,DraftKings,92.4,39.0,True,39.0,True,92.4,93.8,64.4,87.6,86.1,81.3,94.2,35.8,3727.0,23.07,25.65,20.5,-200.0,135.0,2.5,-200.0,135.0,False,,,,,,,,,,,,,,
BESTBET,236753200,,,,,,,,Arthur Fils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yannick Hanfmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Yannick Hanfmann,236.0,DraftKings,-301.0,0.6828609148808846,0.7160780537540004,236.0,0.31713908511911537,0.2839219462459996,,0.01811843938533585,D,False
BESTBET,236753200,,,,,,,,Arthur Fils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yannick Hanfmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Yannick Hanfmann +2.5,135.0,DraftKings,-200.0,0.4698,0.6103896103896104,135.0,0.5302,0.38961038961038963,2.5,0.03124213564213567,C,False
BESTBET,236753200,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-200.0,DraftKings,-200.0,0.7002,0.6103896103896104,135.0,0.29979999999999996,0.38961038961038963,20.5,0.015619198193111248,D,False
MATCH,236753210,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,ATP,Hard,3.0,78030.0,Andrey Rublev,0.6469,0.64344855219261,0.6326,20.0,96.2,92.8,69.8,False,13.801,11.966,7.66,2.82,0.6183,0.764,0.5059,0.3604,4.522,3.131,-214.0,BetanoBR,96.2,20.0,True,27.0,True,497.0,94.8,87.3,69.8,83.7,46.1,92.8,60.4,30.4,4373.0,79481.0,Pablo Carreno Busta,0.3531,0.35655144780739,0.3674,68.0,86.5,42.9,79.5,False,11.966,13.801,3.18,1.63,0.6671,0.6762,0.5094,0.3712,6.25,4.04,173.0,DraftKings,86.9,66.0,True,76.0,True,84.9,54.7,79.5,25.1,90.5,42.9,63.5,20.7,2406.0,22.27,24.05,20.5,-215.0,140.0,2.5,-136.5,0.0,False,,,,,,,,,,,,,,
BESTBET,236753210,,,,,,,,Andrey Rublev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Carreno Busta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Pablo Carreno Busta,173.0,DraftKings,-214.0,0.6469341355962048,0.6504197189997997,173.0,0.35306586440379517,0.3495802810002004,,0.0019012273110517303,D,False
BESTBET,236753210,,,,,,,,Andrey Rublev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Carreno Busta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Pablo Carreno Busta +2.5,100.0,DraftKings,-140.0,0.5334,0.5384615384615384,100.0,0.4666,0.46153846153846156,2.5,0.0011247863247863224,D,False
BESTBET,236753210,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 20.5,140.0,DraftKings,-215.0,0.6007,0.6209386281588447,140.0,0.3993,0.3790613718411553,20.5,0.0035197614189295123,D,False
MATCH,236753220,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,ATP,Hard,3.0,243549.0,Learner Tien,0.6883,0.6547846468487508,0.6441,25.0,95.2,56.3,87.3,False,13.508,11.385,5.33,3.58,0.6387,0.7004,0.5213,0.3815,5.563,3.679,-311.0,SportingBet,94.2,30.0,True,21.0,True,497.0,96.0,65.8,87.3,57.6,26.5,56.3,73.2,12.9,6786.0,77825.0,Sebastian Baez,0.3117,0.34521535315124924,0.3559,63.0,87.5,38.8,83.9,False,11.385,13.508,2.31,1.98,0.7302,0.6695,0.4677,0.3759,7.4,4.548,243.0,DraftKings,87.7,62.0,True,65.0,True,87.1,49.9,83.9,16.5,80.6,38.8,33.8,16.3,2849.0,21.37,23.23,19.5,-185.0,125.0,4.5,-5.0,-142.5,False,,,,,,,,,,,,,,
BESTBET,236753220,,,,,,,,Learner Tien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Baez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Sebastian Baez,243.0,DraftKings,-311.0,0.6883276769733999,0.721870707098049,243.0,0.3116723230266001,0.278129292901951,,0.0182961982498086,D,False
BESTBET,236753220,,,,,,,,Learner Tien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Baez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Sebastian Baez +4.5,-142.5,DraftKings,-5.0,0.3184,0.5,-142.5,0.6816,0.5,4.5,0.04035555555555556,C+,False
BESTBET,236753220,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 19.5,-185.0,DraftKings,-185.0,0.642,0.5935828877005348,125.0,0.358,0.4064171122994652,19.5,0.008420367356428734,D,False
MATCH,236753230,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T23:00:00Z,WTA,Hard,3.0,77330.0,Peyton Stearns,0.4933,0.513626682630033,0.5152,58.0,90.3,76.1,61.3,False,12.189,12.162,4.93,4.43,0.6371,0.6362,0.474,0.4224,10.069,5.521,-105.0,BetanoBR,89.8,61.0,True,58.0,True,588.0,90.3,84.5,61.3,89.6,36.0,76.1,77.3,38.8,3409.0,77390.0,Clara Tauson,0.5067,0.48637331736996703,0.4848,74.0,87.6,92.5,70.8,False,12.162,12.189,6.85,4.05,0.6374,0.6772,0.4444,0.4318,10.088,5.534,-125.0,SportingBet,87.4,75.0,True,68.0,True,88.6,91.8,70.8,97.3,46.3,92.5,60.2,29.3,3594.0,22.01,22.52,21.5,-124.0,-110.0,,,,False,,,,,,,,,,,,,,
BESTBET,236753230,,,,,,,,Peyton Stearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clara Tauson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Peyton Stearns,-105.0,BetanoUK,-105.0,0.4932815415856525,0.472936400541272,-133.0,0.5067184584143475,0.527063599458728,,0.011097349660571187,D,False
BESTBET,236753230,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 21.5,-115.0,BetanoUK,-115.0,0.5171,0.5,-115.0,0.4829,0.5,21.5,0.0029739130434782808,D,False
MATCH,236753240,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,321719.0,Iva Jovic,0.7305,0.6159602456739302,0.6107,33.0,94.6,69.7,91.0,False,12.775,11.099,2.55,2.46,0.6849,0.6226,0.5029,0.4561,11.162,5.762,-1000.0,BetanoBR,94.2,35.0,True,28.0,True,588.0,95.4,87.7,91.0,59.5,84.6,69.7,89.3,9.2,4370.0,79004.0,Tamara Korpatsch,0.2695,0.3840397543260698,0.3893,76.0,87.2,31.1,93.5,False,11.099,12.775,1.99,3.4,0.6766,0.5702,0.523,0.4674,12.17,5.945,500.0,SportingBet,86.2,82.0,True,70.0,True,88.3,66.3,93.5,46.8,63.3,31.1,93.9,6.6,2556.0,20.52,22.53,17.5,-139.0,-100.0,6.5,-117.5,-115.0,False,,,,,,,,,,,,,,
